date,team,gf,ga,shots,sot,venue,win,draw,loss,points,gd,cs,gd_last_5,gd_last_10,sot_last_5,sot_last_10,cs_last_5,cs_last_10,gf_last_5_home,gf_last_5_away,ga_last_5_home,ga_last_5_away,win_last_5_home,win_last_5_away,points_last_5_home,points_last_5_away,cum_gf,cum_ga,cum_points
2014-01-01,Arsenal,2,0,28,6,home,1,0,0,3,2,1,0.0,0.8,5.2,5.2,0.4,0.6,1.4,,0.2,,0.6,,2.2,,1.9172932330827068,1.105263157894737,1.9022556390977443
2014-01-13,Arsenal,2,1,8,4,away,1,0,0,3,1,0,0.4,0.8,5.4,5.1,0.6,0.6,,2.0,,1.6,,0.6,,1.8,1.9179104477611941,1.0970149253731343,1.9104477611940298
2014-01-18,Arsenal,2,0,22,8,home,1,0,0,3,2,1,1.2,1.0,5.0,5.3,0.6,0.6,1.4,,0.2,,0.6,,2.2,,1.9185185185185185,1.0962962962962963,1.9185185185185185
2014-01-28,Arsenal,2,2,7,4,away,0,1,0,1,0,0,1.6,1.0,6.2,5.7,0.6,0.6,,2.4,,1.6,,0.8,,2.4,1.9191176470588236,1.088235294117647,1.9264705882352942
2014-02-02,Arsenal,2,0,11,6,home,1,0,0,3,2,1,1.2,0.7,5.4,5.5,0.6,0.5,1.4,,0.2,,0.6,,2.2,,1.9197080291970803,1.094890510948905,1.9197080291970803
2014-02-08,Arsenal,1,5,11,6,away,0,0,1,0,-4,0,1.4,0.7,5.6,5.4,0.6,0.5,,2.2,,2.0,,0.6,,2.0,1.9202898550724639,1.0869565217391304,1.9275362318840579
2014-02-12,Arsenal,0,0,17,5,home,0,1,0,1,0,1,0.2,0.3,5.6,5.5,0.4,0.5,1.4,,0.2,,0.6,,2.2,,1.9136690647482015,1.1151079136690647,1.9136690647482015
2014-02-22,Arsenal,4,1,12,9,home,1,0,0,3,3,0,0.0,0.6,5.8,5.4,0.6,0.6,1.2,,0.0,,0.6,,2.2,,1.9,1.1071428571428572,1.9071428571428573
2014-03-01,Arsenal,0,1,10,2,away,0,0,1,0,-1,0,0.2,0.9,6.0,6.1,0.4,0.5,,1.8,,1.8,,0.6,,2.0,1.9148936170212767,1.1063829787234043,1.9148936170212767
2014-03-16,Arsenal,1,0,7,3,away,1,0,0,3,1,1,0.0,0.6,5.6,5.5,0.4,0.5,,1.2,,1.8,,0.4,,1.4,1.9014084507042253,1.1056338028169015,1.9014084507042253
2014-03-22,Arsenal,0,6,12,5,away,0,0,1,0,-6,0,-0.2,0.6,5.0,5.3,0.4,0.5,,1.2,,1.8,,0.4,,1.4,1.8951048951048952,1.097902097902098,1.9090909090909092
2014-03-25,Arsenal,2,2,13,4,home,0,1,0,1,0,0,-0.6,-0.2,4.8,5.2,0.4,0.4,2.0,,0.2,,0.8,,2.6,,1.8819444444444444,1.1319444444444444,1.8958333333333333
2014-03-29,Arsenal,1,1,10,3,home,0,1,0,1,0,0,-0.6,-0.3,4.6,5.2,0.2,0.4,2.0,,0.6,,0.6,,2.2,,1.8827586206896552,1.1379310344827587,1.889655172413793
2014-04-06,Arsenal,0,3,15,5,away,0,0,1,0,-3,0,-1.2,-0.5,3.4,4.7,0.2,0.3,,0.8,,2.8,,0.2,,0.8,1.8767123287671232,1.1369863013698631,1.8835616438356164
2014-04-15,Arsenal,3,1,14,8,home,1,0,0,3,2,0,-1.6,-0.8,4.0,4.8,0.2,0.3,1.8,,0.8,,0.4,,1.8,,1.8639455782312926,1.1496598639455782,1.870748299319728
2014-04-20,Arsenal,3,0,12,6,away,1,0,0,3,3,1,-1.4,-0.8,5.0,5.0,0.0,0.2,,0.4,,3.0,,0.2,,0.6,1.8716216216216217,1.1486486486486487,1.8783783783783783
2014-04-28,Arsenal,3,0,20,8,home,1,0,0,3,3,1,0.4,-0.1,5.2,5.0,0.2,0.3,2.0,,1.0,,0.4,,1.8,,1.8791946308724832,1.1409395973154361,1.8859060402684564
2014-05-04,Arsenal,1,0,15,4,home,1,0,0,3,1,1,1.0,0.2,6.0,5.3,0.4,0.3,2.6,,1.0,,0.6,,2.2,,1.8866666666666667,1.1333333333333333,1.8933333333333333
2014-05-11,Arsenal,2,0,14,8,away,1,0,0,3,2,1,1.2,0.0,6.2,4.8,0.6,0.4,,0.8,,2.0,,0.4,,1.2,1.880794701986755,1.1258278145695364,1.900662251655629
2014-08-16,Arsenal,2,1,14,6,home,1,0,0,3,1,0,2.2,0.3,6.8,5.4,0.8,0.5,2.0,,0.8,,0.6,,2.2,,1.881578947368421,1.118421052631579,1.9078947368421053
2014-08-23,Arsenal,2,2,13,3,away,0,1,0,1,0,0,2.0,0.3,6.4,5.7,0.8,0.4,,1.2,,1.8,,0.6,,1.8,1.8823529411764706,1.1176470588235294,1.9150326797385622
2014-08-31,Arsenal,1,1,24,6,away,0,1,0,1,0,0,1.4,0.9,5.8,5.5,0.6,0.4,,1.4,,2.2,,0.4,,1.4,1.8831168831168832,1.1233766233766234,1.9090909090909092
2014-09-13,Arsenal,2,2,15,6,home,0,1,0,1,0,0,0.8,0.9,5.4,5.7,0.4,0.4,2.0,,0.6,,0.8,,2.6,,1.8774193548387097,1.1225806451612903,1.903225806451613
2014-09-20,Arsenal,3,0,9,3,away,1,0,0,3,3,1,0.6,0.9,5.8,6.0,0.2,0.4,,1.6,,1.2,,0.4,,1.6,1.8782051282051282,1.1282051282051282,1.8974358974358974
2014-09-27,Arsenal,1,1,16,6,home,0,1,0,1,0,0,0.8,1.5,4.8,5.8,0.2,0.5,2.2,,0.8,,0.8,,2.6,,1.8853503184713376,1.1210191082802548,1.9044585987261147
2014-10-05,Arsenal,0,2,10,0,away,0,0,1,0,-2,0,0.6,1.3,4.8,5.6,0.2,0.5,,2.2,,0.6,,0.6,,2.2,1.879746835443038,1.120253164556962,1.8987341772151898
2014-10-18,Arsenal,2,2,25,9,home,0,1,0,1,0,0,0.2,0.8,4.2,5.0,0.2,0.4,1.8,,0.8,,0.6,,2.2,,1.8679245283018868,1.1257861635220126,1.8867924528301887
2014-10-25,Arsenal,2,0,15,5,away,1,0,0,3,2,1,0.2,0.5,4.8,5.1,0.2,0.3,,1.6,,1.0,,0.4,,1.6,1.86875,1.13125,1.88125
2014-11-01,Arsenal,3,0,32,13,home,1,0,0,3,3,1,0.6,0.6,4.6,5.2,0.4,0.3,1.6,,1.2,,0.4,,1.8,,1.8695652173913044,1.124223602484472,1.8881987577639752
2014-11-09,Arsenal,1,2,12,4,away,0,0,1,0,-1,0,0.6,0.7,6.6,5.7,0.4,0.3,,1.6,,1.0,,0.4,,1.6,1.876543209876543,1.117283950617284,1.8950617283950617
2014-11-22,Arsenal,1,2,23,9,home,0,0,1,0,-1,0,0.4,0.5,6.2,5.5,0.4,0.3,2.0,,1.2,,0.4,,1.8,,1.8711656441717792,1.1226993865030674,1.883435582822086
2014-11-29,Arsenal,1,0,17,5,away,1,0,0,3,1,1,0.6,0.4,8.0,6.1,0.4,0.3,,1.4,,1.0,,0.4,,1.4,1.8658536585365855,1.1280487804878048,1.8719512195121952
2014-12-03,Arsenal,1,0,19,8,home,1,0,0,3,1,1,0.8,0.5,7.2,6.0,0.6,0.4,1.8,,1.4,,0.2,,1.2,,1.8606060606060606,1.121212121212121,1.878787878787879
2014-12-06,Arsenal,2,3,15,6,away,0,0,1,0,-1,0,0.6,0.6,7.8,6.2,0.6,0.5,,1.4,,0.8,,0.6,,1.8,1.855421686746988,1.1144578313253013,1.8855421686746987
2014-12-13,Arsenal,4,1,17,4,home,1,0,0,3,3,0,-0.2,0.2,6.4,6.5,0.4,0.4,1.6,,1.0,,0.4,,1.6,,1.8562874251497006,1.125748502994012,1.874251497005988
2014-12-21,Arsenal,2,2,7,3,away,0,1,0,1,0,0,0.6,0.5,6.4,6.3,0.4,0.4,,1.2,,1.4,,0.4,,1.2,1.869047619047619,1.125,1.880952380952381
2014-12-26,Arsenal,2,1,15,5,home,1,0,0,3,1,0,0.8,0.7,5.2,6.6,0.4,0.4,2.2,,1.0,,0.6,,2.0,,1.8698224852071006,1.1301775147928994,1.8757396449704142
2014-12-28,Arsenal,2,1,21,7,away,1,0,0,3,1,0,0.8,0.8,5.2,6.2,0.2,0.4,,1.6,,1.4,,0.4,,1.4,1.8705882352941177,1.1294117647058823,1.8823529411764706
2015-01-01,Arsenal,0,2,11,6,away,0,0,1,0,-2,0,0.8,0.7,5.0,6.4,0.0,0.3,,1.6,,1.6,,0.4,,1.4,1.871345029239766,1.128654970760234,1.8888888888888888
2015-01-11,Arsenal,3,0,14,6,home,1,0,0,3,3,1,0.6,0.2,5.0,5.7,0.0,0.2,2.2,,0.8,,0.8,,2.4,,1.8604651162790697,1.1337209302325582,1.877906976744186
2015-01-18,Arsenal,2,0,9,3,away,1,0,0,3,2,1,0.6,0.6,5.4,5.9,0.2,0.3,,1.4,,1.6,,0.4,,1.4,1.8670520231213872,1.1271676300578035,1.884393063583815
2015-02-01,Arsenal,5,0,13,8,home,1,0,0,3,5,1,1.0,0.9,5.4,5.3,0.4,0.4,2.2,,0.8,,0.8,,2.4,,1.867816091954023,1.1206896551724137,1.8908045977011494
2015-02-07,Arsenal,1,2,7,3,away,0,0,1,0,-1,0,1.8,1.3,6.0,5.6,0.6,0.4,,1.6,,1.6,,0.4,,1.4,1.8857142857142857,1.1142857142857143,1.8971428571428572
2015-02-10,Arsenal,2,1,17,7,home,1,0,0,3,1,0,1.4,1.1,5.2,5.1,0.6,0.3,3.0,,0.4,,1.0,,3.0,,1.8806818181818181,1.1193181818181819,1.8863636363636365
2015-02-21,Arsenal,2,1,12,4,away,1,0,0,3,1,0,2.0,1.3,5.4,5.2,0.6,0.3,,1.4,,1.4,,0.4,,1.4,1.88135593220339,1.11864406779661,1.8926553672316384
2015-03-01,Arsenal,2,0,17,4,home,1,0,0,3,2,1,1.6,1.1,5.0,5.2,0.4,0.3,3.2,,0.6,,1.0,,3.0,,1.8820224719101124,1.1179775280898876,1.898876404494382
2015-03-04,Arsenal,2,1,20,9,away,1,0,0,3,1,0,1.6,1.3,5.2,5.3,0.4,0.4,,1.4,,1.2,,0.6,,1.8,1.8826815642458101,1.111731843575419,1.905027932960894
2015-03-14,Arsenal,3,0,19,9,home,1,0,0,3,3,1,0.8,1.3,5.4,5.7,0.2,0.4,2.8,,0.4,,1.0,,3.0,,1.8833333333333333,1.1111111111111112,1.9111111111111112
2015-03-21,Arsenal,2,1,7,3,away,1,0,0,3,1,0,1.6,1.5,6.6,5.9,0.4,0.5,,1.4,,1.2,,0.6,,1.8,1.8895027624309393,1.1049723756906078,1.9171270718232045
2015-04-04,Arsenal,4,1,16,10,home,1,0,0,3,3,0,1.6,1.8,5.8,5.6,0.4,0.5,3.0,,0.2,,1.0,,3.0,,1.89010989010989,1.1043956043956045,1.9230769230769231
2015-04-11,Arsenal,1,0,17,5,away,1,0,0,3,1,1,2.0,1.8,7.0,6.0,0.4,0.4,,1.8,,1.0,,0.8,,2.4,1.901639344262295,1.1038251366120218,1.9289617486338797
2015-04-26,Arsenal,0,0,12,1,home,0,1,0,1,0,1,1.8,1.7,7.2,6.2,0.4,0.4,3.2,,0.4,,1.0,,3.0,,1.8967391304347827,1.0978260869565217,1.934782608695652
2015-05-04,Arsenal,3,1,22,9,away,1,0,0,3,2,0,1.6,1.2,5.6,5.5,0.6,0.4,,1.6,,1.0,,0.8,,2.4,1.8864864864864865,1.0918918918918918,1.9297297297297298
2015-05-11,Arsenal,0,1,23,9,home,0,0,1,0,-1,0,1.4,1.5,5.6,6.1,0.4,0.4,2.2,,0.4,,0.8,,2.6,,1.89247311827957,1.0913978494623655,1.935483870967742
2015-05-17,Arsenal,1,1,5,3,away,0,1,0,1,0,0,1.0,1.3,6.8,6.3,0.4,0.4,,2.0,,0.8,,1.0,,3.0,1.8823529411764706,1.0909090909090908,1.9251336898395721
2015-05-20,Arsenal,0,0,28,8,home,0,1,0,1,0,1,0.4,1.2,5.4,6.2,0.4,0.4,1.8,,0.4,,0.6,,2.0,,1.877659574468085,1.0904255319148937,1.9202127659574468
2015-05-24,Arsenal,4,1,24,13,home,1,0,0,3,3,0,0.2,1.0,6.0,6.6,0.4,0.4,1.4,,0.4,,0.4,,1.6,,1.8677248677248677,1.0846560846560847,1.9153439153439153
2015-08-09,Arsenal,0,2,22,6,home,0,0,1,0,-2,0,0.8,1.2,8.4,7.0,0.2,0.4,1.6,,0.6,,0.4,,1.6,,1.8789473684210527,1.0842105263157895,1.9210526315789473
2015-08-16,Arsenal,2,1,20,7,away,1,0,0,3,1,0,0.0,0.7,7.8,6.7,0.2,0.3,,1.8,,0.8,,0.8,,2.6,1.869109947643979,1.0890052356020943,1.9109947643979057
2015-08-24,Arsenal,0,0,19,5,home,0,1,0,1,0,1,0.4,0.7,7.4,7.1,0.2,0.3,0.8,,0.8,,0.2,,1.0,,1.8697916666666667,1.0885416666666667,1.9166666666666667
2015-08-29,Arsenal,1,0,22,9,away,1,0,0,3,1,1,0.4,0.4,7.8,6.6,0.4,0.4,,1.8,,0.8,,0.8,,2.6,1.8601036269430051,1.0829015544041452,1.9119170984455958
2015-09-12,Arsenal,2,0,29,12,home,1,0,0,3,2,1,0.6,0.4,8.0,7.0,0.4,0.4,0.8,,0.8,,0.2,,1.0,,1.8556701030927836,1.077319587628866,1.9175257731958764
2015-09-19,Arsenal,0,2,9,2,away,0,0,1,0,-2,0,0.4,0.6,7.8,8.1,0.6,0.4,,1.6,,0.6,,0.8,,2.6,1.8564102564102565,1.0717948717948718,1.9230769230769231
2015-09-26,Arsenal,5,2,26,12,away,1,0,0,3,3,0,0.4,0.2,7.0,7.4,0.6,0.4,,1.4,,1.0,,0.6,,2.0,1.846938775510204,1.0765306122448979,1.913265306122449
2015-10-04,Arsenal,3,0,12,5,home,1,0,0,3,3,1,0.8,0.6,8.0,7.7,0.6,0.4,1.2,,0.6,,0.4,,1.6,,1.8629441624365481,1.0812182741116751,1.9187817258883249
2015-10-17,Arsenal,3,0,17,6,away,1,0,0,3,3,1,1.4,0.9,8.0,7.9,0.6,0.5,,1.8,,1.2,,0.6,,2.0,1.8686868686868687,1.0757575757575757,1.9242424242424243
2015-10-24,Arsenal,2,1,20,5,home,1,0,0,3,1,0,1.8,1.2,7.4,7.7,0.6,0.5,1.8,,0.6,,0.6,,2.0,,1.8743718592964824,1.07035175879397,1.92964824120603
2015-10-31,Arsenal,3,0,15,5,away,1,0,0,3,3,1,1.6,1.0,6.0,6.9,0.4,0.5,,2.2,,1.0,,0.8,,2.4,1.875,1.07,1.935
2015-11-08,Arsenal,1,1,10,4,home,0,1,0,1,0,0,2.6,1.5,6.6,6.8,0.6,0.6,1.4,,0.6,,0.6,,2.0,,1.8805970149253732,1.064676616915423,1.9402985074626866
2015-11-21,Arsenal,1,2,11,3,away,0,0,1,0,-1,0,2.0,1.4,5.0,6.5,0.6,0.6,,2.4,,0.8,,0.8,,2.4,1.8762376237623761,1.0643564356435644,1.9356435643564356
2015-11-29,Arsenal,1,1,12,3,away,0,1,0,1,0,0,1.2,1.3,4.6,6.3,0.4,0.5,,2.4,,1.2,,0.6,,1.8,1.8719211822660098,1.0689655172413792,1.9261083743842364
2015-12-05,Arsenal,3,1,16,7,home,1,0,0,3,2,0,0.6,1.2,4.0,5.7,0.2,0.4,1.6,,0.4,,0.6,,2.2,,1.8676470588235294,1.0686274509803921,1.9215686274509804
2015-12-13,Arsenal,2,0,8,4,away,1,0,0,3,2,1,0.8,1.2,4.4,5.2,0.2,0.3,,2.6,,1.0,,0.6,,2.0,1.8731707317073172,1.0682926829268293,1.9268292682926829
2015-12-21,Arsenal,2,1,8,5,home,1,0,0,3,1,0,0.6,1.6,4.2,5.4,0.2,0.4,2.2,,0.6,,0.8,,2.6,,1.8737864077669903,1.0631067961165048,1.9320388349514563
2015-12-26,Arsenal,0,4,7,4,away,0,0,1,0,-4,0,0.8,1.4,4.4,4.7,0.2,0.4,,2.0,,0.6,,0.6,,2.0,1.8743961352657006,1.0628019323671498,1.9371980676328502
2015-12-28,Arsenal,2,0,13,6,home,1,0,0,3,2,1,0.2,0.7,4.6,4.6,0.2,0.3,2.2,,0.8,,0.8,,2.6,,1.8653846153846154,1.0769230769230769,1.9278846153846154
2016-01-02,Arsenal,1,0,16,3,home,1,0,0,3,1,1,0.6,0.6,5.2,4.6,0.4,0.3,2.0,,0.8,,0.8,,2.6,,1.8660287081339713,1.0717703349282297,1.9330143540669857
2016-01-13,Arsenal,3,3,14,5,away,0,1,0,1,0,0,0.4,0.6,4.4,4.4,0.6,0.4,,1.4,,1.4,,0.4,,1.4,1.861904761904762,1.0666666666666667,1.938095238095238
2016-01-17,Arsenal,0,0,8,3,away,0,1,0,1,0,1,0.0,0.3,4.6,4.4,0.4,0.3,,1.4,,2.0,,0.2,,1.0,1.867298578199052,1.0758293838862558,1.933649289099526
2016-01-24,Arsenal,0,1,9,1,home,0,0,1,0,-1,0,-0.2,0.3,4.2,4.3,0.6,0.4,1.8,,0.6,,0.8,,2.6,,1.8584905660377358,1.070754716981132,1.929245283018868
2016-02-02,Arsenal,0,0,21,11,home,0,1,0,1,0,1,0.4,0.3,3.6,4.1,0.6,0.4,1.6,,0.6,,0.8,,2.4,,1.8497652582159625,1.0704225352112675,1.92018779342723
2016-02-07,Arsenal,2,0,10,5,away,1,0,0,3,2,1,0.0,0.3,4.6,4.9,0.6,0.5,,1.2,,1.6,,0.2,,1.2,1.841121495327103,1.0654205607476634,1.9158878504672898
2016-02-14,Arsenal,2,1,24,6,home,1,0,0,3,1,0,0.2,0.3,5.0,4.7,0.6,0.6,1.0,,0.4,,0.6,,2.0,,1.841860465116279,1.0604651162790697,1.9209302325581394
2016-02-28,Arsenal,2,3,13,5,away,0,0,1,0,-1,0,0.4,0.2,5.2,4.9,0.6,0.5,,1.4,,1.4,,0.4,,1.6,1.8425925925925926,1.0601851851851851,1.9259259259259258
2016-03-02,Arsenal,1,2,18,4,home,0,0,1,0,-1,0,0.2,0.0,5.6,4.9,0.4,0.5,1.0,,0.4,,0.6,,2.0,,1.8433179723502304,1.0691244239631337,1.9170506912442395
2016-03-05,Arsenal,2,2,10,4,away,0,1,0,1,0,0,0.2,0.3,6.2,4.9,0.4,0.5,,1.4,,2.0,,0.2,,1.0,1.8394495412844036,1.073394495412844,1.908256880733945
2016-03-19,Arsenal,2,0,11,3,away,1,0,0,3,2,1,0.2,0.1,4.8,4.7,0.2,0.4,,1.8,,1.6,,0.2,,1.2,1.8401826484018264,1.0776255707762556,1.904109589041096
2016-04-02,Arsenal,4,0,19,12,home,1,0,0,3,4,1,0.2,0.2,4.4,4.7,0.2,0.4,0.8,,0.8,,0.4,,1.4,,1.8409090909090908,1.0727272727272728,1.9090909090909092
2016-04-09,Arsenal,3,3,11,6,away,0,1,0,1,0,0,0.8,0.6,5.6,5.4,0.4,0.5,,1.6,,1.0,,0.4,,1.6,1.8506787330316743,1.0678733031674208,1.914027149321267
2016-04-17,Arsenal,1,1,21,6,home,0,1,0,1,0,0,1.0,0.6,5.8,5.7,0.4,0.4,1.4,,0.8,,0.4,,1.4,,1.8558558558558558,1.0765765765765767,1.90990990990991
2016-04-21,Arsenal,2,0,16,7,home,1,0,0,3,2,1,1.2,0.7,6.2,6.2,0.4,0.4,1.6,,0.8,,0.4,,1.6,,1.852017937219731,1.0762331838565022,1.905829596412556
2016-04-24,Arsenal,0,0,20,7,away,0,1,0,1,0,1,1.6,0.9,6.8,5.8,0.6,0.4,,2.2,,1.6,,0.4,,1.6,1.8526785714285714,1.0714285714285714,1.9107142857142858
2016-04-30,Arsenal,1,0,14,3,home,1,0,0,3,1,1,1.2,0.7,7.6,6.0,0.6,0.4,2.0,,0.8,,0.6,,2.0,,1.8444444444444446,1.0666666666666667,1.9066666666666667
2016-05-08,Arsenal,2,2,5,2,away,0,1,0,1,0,0,0.6,0.7,5.8,5.7,0.6,0.5,,1.8,,1.6,,0.2,,1.2,1.8407079646017699,1.0619469026548674,1.9115044247787611
2016-05-15,Arsenal,4,0,16,7,home,1,0,0,3,4,1,0.6,0.8,5.0,5.4,0.6,0.5,1.8,,0.6,,0.6,,2.0,,1.841409691629956,1.066079295154185,1.907488986784141
2016-08-14,Arsenal,3,4,9,5,home,0,0,1,0,-1,0,1.4,1.3,5.2,5.7,0.8,0.6,2.4,,0.2,,0.8,,2.6,,1.8508771929824561,1.0614035087719298,1.912280701754386
2016-08-20,Arsenal,0,0,13,4,away,0,1,0,1,0,1,0.8,1.2,4.8,5.8,0.6,0.6,,1.8,,1.4,,0.2,,1.4,1.8558951965065502,1.074235807860262,1.9039301310043668
2016-08-27,Arsenal,3,1,10,7,away,1,0,0,3,2,0,0.8,1.0,4.2,5.9,0.6,0.6,,1.4,,1.0,,0.2,,1.4,1.8478260869565217,1.0695652173913044,1.9
2016-09-10,Arsenal,2,1,17,2,home,1,0,0,3,1,0,1.0,0.8,5.0,5.4,0.4,0.5,2.2,,1.0,,0.6,,2.0,,1.852813852813853,1.0692640692640694,1.9047619047619047
2016-09-17,Arsenal,4,1,24,9,away,1,0,0,3,3,0,1.2,0.9,5.0,5.0,0.4,0.5,,1.6,,1.2,,0.2,,1.4,1.853448275862069,1.0689655172413792,1.9094827586206897
2016-09-24,Arsenal,3,0,14,5,home,1,0,0,3,3,1,1.0,1.2,5.4,5.3,0.2,0.5,2.4,,1.0,,0.8,,2.4,,1.8626609442060085,1.0686695278969958,1.9141630901287554
2016-10-02,Arsenal,1,0,18,3,away,1,0,0,3,1,1,1.8,1.3,5.4,5.1,0.4,0.5,,1.8,,0.8,,0.4,,1.8,1.8675213675213675,1.064102564102564,1.9188034188034189
2016-10-15,Arsenal,3,2,16,6,home,1,0,0,3,1,0,2.0,1.4,5.2,4.7,0.4,0.5,2.6,,1.0,,0.8,,2.4,,1.8638297872340426,1.0595744680851065,1.9234042553191488
2016-10-22,Arsenal,0,0,9,5,home,0,1,0,1,0,1,1.8,1.4,5.0,5.0,0.4,0.4,3.0,,1.4,,0.8,,2.4,,1.86864406779661,1.0635593220338984,1.9279661016949152
2016-10-29,Arsenal,4,1,21,7,away,1,0,0,3,3,0,1.6,1.4,5.6,5.3,0.6,0.5,,2.0,,0.8,,0.6,,2.2,1.860759493670886,1.0590717299578059,1.9240506329113924
2016-11-06,Arsenal,1,1,15,2,home,0,1,0,1,0,0,1.6,1.3,5.2,5.3,0.6,0.4,2.2,,1.4,,0.6,,2.0,,1.8697478991596639,1.0588235294117647,1.9285714285714286
2016-11-19,Arsenal,1,1,5,1,away,0,1,0,1,0,0,1.0,1.4,4.6,5.0,0.4,0.4,,2.4,,0.6,,0.8,,2.6,1.8661087866108788,1.0585774058577406,1.9246861924686192
2016-11-27,Arsenal,3,1,16,3,home,1,0,0,3,2,0,0.8,1.4,4.2,4.7,0.2,0.3,1.8,,0.8,,0.6,,2.2,,1.8625,1.0583333333333333,1.9208333333333334
2016-12-03,Arsenal,5,1,19,10,away,1,0,0,3,4,0,1.0,1.4,3.6,4.3,0.2,0.3,,2.6,,0.8,,0.8,,2.6,1.8672199170124482,1.058091286307054,1.9253112033195021
2016-12-10,Arsenal,3,1,21,6,home,1,0,0,3,2,0,1.8,1.7,4.6,5.1,0.0,0.3,2.0,,0.8,,0.6,,2.2,,1.8801652892561984,1.0578512396694215,1.9297520661157024
2016-12-13,Arsenal,1,2,9,3,away,0,0,1,0,-1,0,1.6,1.6,4.4,4.8,0.0,0.3,,3.0,,0.8,,0.8,,2.6,1.8847736625514404,1.0576131687242798,1.9341563786008231
2016-12-18,Arsenal,1,2,6,1,away,0,0,1,0,-1,0,1.4,1.2,4.6,4.6,0.0,0.2,,2.4,,1.0,,0.6,,2.0,1.8811475409836065,1.0614754098360655,1.9262295081967213
2016-12-26,Arsenal,1,0,26,11,home,1,0,0,3,1,1,1.2,1.0,4.6,4.4,0.0,0.1,2.0,,1.0,,0.6,,2.2,,1.8775510204081634,1.0653061224489795,1.9183673469387754
2017-01-01,Arsenal,2,0,22,7,home,1,0,0,3,2,1,1.0,1.0,6.2,4.9,0.2,0.2,1.6,,0.6,,0.6,,2.2,,1.8739837398373984,1.0609756097560976,1.9227642276422765
2017-01-03,Arsenal,3,3,14,4,away,0,1,0,1,0,0,0.6,1.2,5.6,5.1,0.4,0.2,,2.4,,1.4,,0.4,,1.4,1.874493927125506,1.05668016194332,1.9271255060728745
2017-01-14,Arsenal,4,0,14,6,away,1,0,0,3,4,1,0.2,0.9,5.2,4.8,0.4,0.2,,2.2,,1.8,,0.2,,1.0,1.8790322580645162,1.064516129032258,1.9233870967741935
2017-01-22,Arsenal,2,1,24,8,home,1,0,0,3,1,0,1.2,1.3,5.8,5.2,0.6,0.3,2.0,,0.6,,0.8,,2.6,,1.8875502008032128,1.0602409638554218,1.927710843373494
2017-01-31,Arsenal,1,2,20,5,home,0,0,1,0,-1,0,1.6,1.4,7.2,5.9,0.6,0.3,2.2,,0.6,,1.0,,3.0,,1.888,1.06,1.932
2017-02-04,Arsenal,1,3,9,5,away,0,0,1,0,-2,0,1.2,1.1,6.0,6.1,0.4,0.3,,2.8,,1.6,,0.4,,1.4,1.8844621513944224,1.0637450199203187,1.9243027888446216
2017-02-11,Arsenal,2,0,17,7,home,1,0,0,3,2,1,0.4,0.5,5.6,5.6,0.2,0.3,1.8,,0.8,,0.8,,2.4,,1.880952380952381,1.0714285714285714,1.9166666666666667
2017-03-04,Arsenal,1,3,7,3,away,0,0,1,0,-2,0,0.8,0.5,6.2,5.7,0.4,0.4,,2.0,,2.0,,0.2,,0.8,1.8814229249011858,1.0671936758893281,1.9209486166007905
2017-03-18,Arsenal,1,3,11,2,away,0,0,1,0,-2,0,-0.4,0.4,5.6,5.7,0.2,0.4,,2.0,,2.2,,0.2,,0.8,1.8779527559055118,1.0748031496062993,1.9133858267716535
2017-04-02,Arsenal,2,2,8,3,home,0,1,0,1,0,0,-1.0,0.3,4.4,5.8,0.2,0.4,1.6,,0.6,,0.8,,2.4,,1.8745098039215686,1.0823529411764705,1.9058823529411764
2017-04-05,Arsenal,3,0,21,8,home,1,0,0,3,3,1,-0.8,0.2,4.0,5.0,0.2,0.3,1.8,,1.0,,0.6,,2.0,,1.875,1.0859375,1.90234375
2017-04-10,Arsenal,0,3,11,3,away,0,0,1,0,-3,0,0.2,0.3,4.6,5.1,0.4,0.3,,2.0,,2.4,,0.2,,0.8,1.8793774319066148,1.0817120622568093,1.906614785992218
2017-04-17,Arsenal,2,1,12,4,away,1,0,0,3,1,0,-0.8,0.0,3.8,5.0,0.2,0.3,,1.4,,2.4,,0.2,,0.6,1.872093023255814,1.0891472868217054,1.8992248062015504
2017-04-26,Arsenal,1,0,12,5,home,1,0,0,3,1,1,-0.2,-0.3,4.0,4.8,0.2,0.2,2.0,,1.0,,0.6,,2.0,,1.8725868725868726,1.0888030888030888,1.9034749034749034
2017-04-30,Arsenal,0,2,12,4,away,0,0,1,0,-2,0,0.4,-0.3,4.6,4.5,0.4,0.3,,1.0,,2.6,,0.2,,0.6,1.8692307692307693,1.0846153846153845,1.9076923076923078
2017-05-07,Arsenal,2,0,9,4,home,1,0,0,3,2,1,0.0,-0.4,4.8,4.4,0.4,0.3,1.8,,0.8,,0.6,,2.0,,1.8620689655172413,1.0881226053639848,1.9003831417624522
2017-05-10,Arsenal,2,0,11,4,away,1,0,0,3,2,1,-0.2,0.0,4.0,4.3,0.4,0.4,,0.8,,2.4,,0.2,,0.6,1.8625954198473282,1.083969465648855,1.9045801526717556
2017-05-13,Arsenal,4,1,10,6,away,1,0,0,3,3,0,0.8,0.0,4.2,4.0,0.6,0.4,,1.0,,1.8,,0.4,,1.2,1.8631178707224334,1.079847908745247,1.908745247148289
