date,team,gf,ga,shots,sot,venue,win,draw,loss,points,gd,cs,gd_last_5,gd_last_10,sot_last_5,sot_last_10,cs_last_5,cs_last_10,gf_last_5_home,gf_last_5_away,ga_last_5_home,ga_last_5_away,win_last_5_home,win_last_5_away,points_last_5_home,points_last_5_away,cum_gf,cum_ga,cum_points
2020-01-18,Aston Villa,1,1,8,3,away,0,1,0,1,0,0,-1.6,-1.2,3.4,3.3,0.2,0.2,,1.0,,2.0,,0.2,,0.8,1.028,1.672,0.964
2020-01-21,Aston Villa,2,1,16,5,home,1,0,0,3,1,0,-1.2,-1.4,2.8,2.8,0.2,0.1,1.2,,2.6,,0.4,,1.2,,1.0278884462151394,1.6693227091633467,0.9641434262948207
2020-02-01,Aston Villa,1,2,18,5,away,0,0,1,0,-1,0,-1.2,-1.3,3.4,3.0,0.0,0.1,,0.8,,1.8,,0.2,,0.8,1.0317460317460319,1.6666666666666667,0.9722222222222222
2020-02-16,Aston Villa,2,3,18,4,home,0,0,1,0,-1,0,-0.8,-1.3,4.0,3.2,0.0,0.1,1.2,,2.8,,0.4,,1.2,,1.0316205533596838,1.66798418972332,0.9683794466403162
2020-02-22,Aston Villa,0,2,4,1,away,0,0,1,0,-2,0,-1.2,-1.1,3.6,3.4,0.0,0.1,,0.8,,1.8,,0.2,,0.8,1.0354330708661417,1.6732283464566928,0.9645669291338582
2020-03-09,Aston Villa,0,4,4,1,away,0,0,1,0,-4,0,-0.6,-1.1,3.6,3.5,0.0,0.1,,0.8,,1.8,,0.2,,0.8,1.031372549019608,1.6745098039215687,0.9607843137254902
2020-06-17,Aston Villa,0,0,14,6,home,0,1,0,1,0,1,-1.4,-1.3,3.2,3.0,0.0,0.1,1.4,,2.6,,0.4,,1.2,,1.02734375,1.68359375,0.95703125
2020-06-21,Aston Villa,1,2,8,4,home,0,0,1,0,-1,0,-1.6,-1.4,3.4,3.4,0.2,0.1,1.2,,2.0,,0.4,,1.4,,1.0233463035019454,1.6770428015564203,0.9571984435797666
2020-06-24,Aston Villa,1,1,14,2,away,0,1,0,1,0,0,-1.6,-1.2,3.2,3.6,0.2,0.1,,0.8,,2.0,,0.2,,0.8,1.0232558139534884,1.678294573643411,0.9534883720930233
2020-06-27,Aston Villa,0,1,11,1,home,0,0,1,0,-1,0,-1.4,-1.3,2.8,3.2,0.2,0.1,1.2,,2.4,,0.2,,0.8,,1.0231660231660231,1.6756756756756757,0.9536679536679536
2020-07-05,Aston Villa,0,2,9,3,away,0,0,1,0,-2,0,-1.2,-0.9,2.8,3.2,0.2,0.1,,0.6,,2.0,,0.0,,0.4,1.0192307692307692,1.6730769230769231,0.95
2020-07-09,Aston Villa,0,3,9,1,home,0,0,1,0,-3,0,-0.8,-1.1,3.2,3.2,0.2,0.1,1.0,,1.4,,0.2,,0.8,,1.0153256704980842,1.6743295019157087,0.946360153256705
2020-07-12,Aston Villa,2,0,12,9,home,1,0,0,3,2,1,-1.4,-1.5,2.2,2.8,0.0,0.1,0.6,,1.8,,0.0,,0.2,,1.0114503816793894,1.6793893129770991,0.9427480916030534
2020-07-16,Aston Villa,1,1,15,1,away,0,1,0,1,0,0,-0.8,-1.2,3.2,3.2,0.2,0.2,,0.4,,2.2,,0.0,,0.2,1.015209125475285,1.673003802281369,0.9505703422053232
2020-07-21,Aston Villa,1,0,8,3,home,1,0,0,3,1,1,-0.8,-1.1,3.0,2.9,0.2,0.2,0.6,,1.2,,0.2,,0.8,,1.0151515151515151,1.6704545454545454,0.9507575757575758
2020-07-26,Aston Villa,1,1,13,4,away,0,1,0,1,0,0,-0.4,-0.8,3.4,3.1,0.4,0.3,,0.4,,2.0,,0.0,,0.4,1.0150943396226415,1.6641509433962265,0.9584905660377359
2020-09-21,Aston Villa,1,0,18,2,home,1,0,0,3,1,1,0.0,-0.4,3.6,3.4,0.4,0.3,0.8,,1.2,,0.4,,1.2,,1.0150375939849625,1.6616541353383458,0.9586466165413534
2020-09-28,Aston Villa,3,0,12,5,away,1,0,0,3,3,1,0.8,-0.3,3.8,3.0,0.6,0.3,,0.6,,1.8,,0.0,,0.6,1.0149812734082397,1.655430711610487,0.9662921348314607
2020-10-04,Aston Villa,7,2,18,11,home,1,0,0,3,5,0,1.0,0.1,3.0,3.1,0.6,0.4,0.8,,0.8,,0.6,,1.8,,1.0223880597014925,1.6492537313432836,0.9738805970149254
2020-10-18,Aston Villa,1,0,10,4,away,1,0,0,3,1,1,2.0,0.6,5.0,4.0,0.6,0.4,,1.2,,1.0,,0.2,,1.2,1.0446096654275092,1.6505576208178439,0.9814126394052045
2020-10-23,Aston Villa,0,3,12,4,home,0,0,1,0,-3,0,2.0,0.8,5.2,4.3,0.6,0.5,2.2,,1.0,,0.8,,2.4,,1.0444444444444445,1.6444444444444444,0.9888888888888889
2020-11-01,Aston Villa,3,4,19,10,home,0,0,1,0,-1,0,1.4,0.7,5.2,4.4,0.6,0.5,2.2,,1.0,,0.8,,2.4,,1.040590405904059,1.6494464944649447,0.985239852398524
2020-11-08,Aston Villa,3,0,15,6,away,1,0,0,3,3,1,1.0,0.9,6.8,5.3,0.4,0.5,,1.2,,0.8,,0.4,,1.6,1.0477941176470589,1.6580882352941178,0.9816176470588235
2020-11-21,Aston Villa,1,2,15,4,home,0,0,1,0,-1,0,1.0,1.0,7.0,5.0,0.4,0.5,2.4,,1.8,,0.6,,1.8,,1.054945054945055,1.652014652014652,0.989010989010989
2020-11-30,Aston Villa,1,2,16,6,away,0,0,1,0,-1,0,-0.2,0.9,5.6,5.3,0.4,0.5,,1.8,,0.4,,0.6,,2.2,1.0547445255474452,1.6532846715328466,0.9854014598540146
2020-12-12,Aston Villa,1,0,13,2,away,1,0,0,3,1,1,-0.6,0.7,6.0,5.6,0.2,0.4,,1.8,,0.6,,0.6,,2.0,1.0545454545454545,1.6545454545454545,0.9818181818181818
2020-12-17,Aston Villa,0,0,27,7,home,0,1,0,1,0,1,0.2,0.8,5.6,5.4,0.4,0.5,2.4,,2.2,,0.4,,1.2,,1.0543478260869565,1.6485507246376812,0.9891304347826086
2020-12-20,Aston Villa,3,0,19,10,away,1,0,0,3,3,1,0.4,0.7,5.0,5.9,0.6,0.5,,1.8,,0.4,,0.8,,2.4,1.0505415162454874,1.6425992779783394,0.9891696750902527
2020-12-26,Aston Villa,3,0,21,10,home,1,0,0,3,3,1,0.4,0.7,5.8,6.4,0.6,0.5,2.2,,2.2,,0.2,,0.8,,1.0575539568345325,1.6366906474820144,0.9964028776978417
2020-12-28,Aston Villa,1,1,10,2,away,0,1,0,1,0,0,1.2,0.5,7.0,6.3,0.8,0.6,,1.8,,0.4,,0.8,,2.4,1.064516129032258,1.6308243727598566,1.003584229390681
2021-01-01,Aston Villa,1,2,5,5,away,0,0,1,0,-1,0,1.4,0.4,6.2,6.1,0.8,0.5,,1.8,,0.6,,0.6,,2.0,1.0642857142857143,1.6285714285714286,1.0035714285714286
2021-01-20,Aston Villa,0,2,11,4,away,0,0,1,0,-2,0,1.0,0.6,6.8,6.2,0.6,0.5,,1.4,,1.0,,0.4,,1.4,1.0640569395017794,1.6298932384341638,1.0
2021-01-23,Aston Villa,2,0,14,5,home,1,0,0,3,2,1,0.6,0.5,6.2,5.6,0.4,0.5,1.4,,1.8,,0.2,,0.8,,1.0602836879432624,1.6312056737588652,0.9964539007092199
2021-01-27,Aston Villa,2,3,18,10,away,0,0,1,0,-1,0,0.4,0.4,5.2,5.5,0.4,0.5,,1.2,,1.0,,0.4,,1.4,1.0636042402826855,1.6254416961130742,1.0035335689045937
2021-01-30,Aston Villa,1,0,8,4,away,1,0,0,3,1,1,-0.4,0.4,5.2,6.1,0.2,0.5,,1.4,,1.6,,0.2,,0.8,1.0669014084507042,1.630281690140845,1.0
2021-02-03,Aston Villa,1,3,9,2,home,0,0,1,0,-2,0,-0.2,0.6,5.6,5.9,0.4,0.6,1.8,,1.2,,0.4,,1.4,,1.0666666666666667,1.6245614035087719,1.0070175438596491
2021-02-06,Aston Villa,1,0,12,8,home,1,0,0,3,1,1,-0.4,0.3,5.0,5.9,0.4,0.5,1.4,,1.0,,0.4,,1.4,,1.0664335664335665,1.6293706293706294,1.0034965034965035
2021-02-13,Aston Villa,0,0,4,1,away,0,1,0,1,0,1,0.2,0.4,5.8,6.0,0.6,0.5,,1.0,,1.6,,0.2,,0.8,1.0662020905923344,1.6236933797909407,1.0104529616724738
2021-02-21,Aston Villa,1,2,11,2,home,0,0,1,0,-1,0,-0.2,0.1,5.0,5.1,0.6,0.5,1.4,,0.6,,0.6,,2.0,,1.0625,1.6180555555555556,1.0104166666666667
2021-02-27,Aston Villa,1,0,9,4,away,1,0,0,3,1,1,-0.2,-0.3,3.4,4.3,0.6,0.4,,0.8,,1.4,,0.2,,0.8,1.0622837370242215,1.6193771626297577,1.0069204152249136
2021-03-03,Aston Villa,0,1,16,4,away,0,0,1,0,-1,0,-0.2,-0.2,3.4,4.5,0.6,0.5,,0.8,,1.0,,0.4,,1.4,1.0620689655172413,1.6137931034482758,1.013793103448276
2021-03-06,Aston Villa,0,0,9,1,home,0,1,0,1,0,1,0.0,-0.2,3.8,4.4,0.6,0.5,1.6,,1.0,,0.6,,1.8,,1.0584192439862543,1.611683848797251,1.0103092783505154
2021-03-12,Aston Villa,1,1,15,6,away,0,1,0,1,0,0,-0.2,0.0,2.4,4.1,0.6,0.6,,0.8,,0.8,,0.4,,1.4,1.0547945205479452,1.606164383561644,1.0102739726027397
2021-03-21,Aston Villa,0,2,8,1,home,0,0,1,0,-2,0,-0.2,-0.2,3.4,4.2,0.4,0.5,1.0,,1.0,,0.4,,1.4,,1.0546075085324231,1.6040955631399318,1.0102389078498293
2021-04-04,Aston Villa,3,1,14,4,home,1,0,0,3,2,0,-0.4,-0.3,3.2,3.3,0.4,0.5,0.6,,1.4,,0.2,,0.8,,1.0510204081632653,1.6054421768707483,1.0068027210884354
2021-04-10,Aston Villa,1,2,9,5,away,0,0,1,0,-1,0,-0.2,-0.2,3.2,3.3,0.2,0.4,,0.6,,0.4,,0.4,,1.6,1.0576271186440678,1.6033898305084746,1.0135593220338983
2021-04-21,Aston Villa,1,2,8,3,home,0,0,1,0,-1,0,-0.2,-0.1,3.4,3.6,0.2,0.4,1.0,,1.0,,0.4,,1.4,,1.0574324324324325,1.6047297297297298,1.010135135135135
2021-04-25,Aston Villa,2,2,24,11,home,0,1,0,1,0,0,-0.4,-0.3,3.8,3.1,0.0,0.3,1.0,,1.4,,0.2,,0.8,,1.0572390572390573,1.606060606060606,1.0067340067340067
2021-05-01,Aston Villa,2,1,13,5,away,1,0,0,3,1,0,-0.4,-0.3,4.8,4.1,0.0,0.2,,0.6,,0.8,,0.2,,1.0,1.0604026845637584,1.6073825503355705,1.0067114093959733
2021-05-09,Aston Villa,1,3,11,5,home,0,0,1,0,-2,0,0.2,-0.1,5.6,4.4,0.0,0.2,1.2,,1.4,,0.2,,1.0,,1.0635451505016722,1.605351170568562,1.0133779264214047
2021-05-13,Aston Villa,0,0,13,2,home,0,1,0,1,0,1,-0.6,-0.4,5.8,4.5,0.0,0.1,1.4,,2.0,,0.2,,0.8,,1.0633333333333332,1.61,1.01
2021-05-16,Aston Villa,2,3,19,5,away,0,0,1,0,-1,0,-0.4,-0.3,5.2,4.3,0.2,0.2,,1.0,,1.0,,0.4,,1.4,1.0598006644518272,1.6046511627906976,1.0099667774086378
2021-05-19,Aston Villa,2,1,20,4,away,1,0,0,3,1,0,-0.4,-0.4,5.6,4.7,0.2,0.1,,1.2,,1.6,,0.2,,0.8,1.0629139072847682,1.609271523178808,1.0066225165562914
2021-05-23,Aston Villa,2,1,6,3,home,1,0,0,3,1,0,-0.2,-0.3,4.2,4.5,0.2,0.1,1.4,,1.6,,0.2,,1.0,,1.066006600660066,1.6072607260726073,1.0132013201320131
2021-08-14,Aston Villa,2,3,11,2,away,0,0,1,0,-1,0,-0.2,0.0,3.8,4.7,0.2,0.1,,1.6,,1.6,,0.4,,1.4,1.069078947368421,1.605263157894737,1.019736842105263
2021-08-21,Aston Villa,2,0,10,2,home,1,0,0,3,2,1,0.0,-0.3,3.2,4.5,0.2,0.1,1.2,,1.6,,0.2,,1.0,,1.0721311475409836,1.6098360655737705,1.0163934426229508
2021-08-28,Aston Villa,1,1,7,5,home,0,1,0,1,0,0,0.4,0.0,3.2,4.2,0.2,0.2,1.4,,1.2,,0.4,,1.6,,1.0751633986928104,1.6045751633986929,1.022875816993464
2021-09-11,Aston Villa,0,3,18,6,away,0,0,1,0,-3,0,0.6,0.1,3.2,4.4,0.2,0.2,,1.8,,2.0,,0.4,,1.2,1.0749185667752443,1.6026058631921825,1.022801302931596
2021-09-18,Aston Villa,3,0,15,3,home,1,0,0,3,3,1,-0.2,-0.2,3.6,3.9,0.2,0.2,1.2,,1.0,,0.4,,1.6,,1.0714285714285714,1.6071428571428572,1.0194805194805194
2021-09-25,Aston Villa,1,0,7,3,away,1,0,0,3,1,1,0.2,0.0,3.6,3.7,0.4,0.3,,1.6,,2.2,,0.4,,1.2,1.0776699029126213,1.6019417475728155,1.0258899676375404
2021-10-03,Aston Villa,1,2,14,3,away,0,0,1,0,-1,0,0.6,0.3,3.8,3.5,0.6,0.4,,1.4,,2.0,,0.4,,1.2,1.0774193548387097,1.596774193548387,1.032258064516129
2021-10-16,Aston Villa,2,3,14,5,home,0,0,1,0,-1,0,0.0,0.2,4.0,3.6,0.4,0.3,1.6,,0.4,,0.6,,2.2,,1.0771704180064308,1.5980707395498392,1.0289389067524115
2021-10-22,Aston Villa,1,3,10,4,away,0,0,1,0,-2,0,-0.2,0.2,4.0,3.6,0.4,0.3,,1.2,,1.8,,0.4,,1.2,1.080128205128205,1.6025641025641026,1.0256410256410255
2021-10-31,Aston Villa,1,4,9,3,home,0,0,1,0,-3,0,0.0,-0.1,3.6,3.6,0.4,0.3,2.0,,1.0,,0.6,,2.0,,1.0798722044728435,1.6070287539936101,1.0223642172523961
2021-11-05,Aston Villa,0,1,14,3,away,0,0,1,0,-1,0,-1.2,-0.5,3.6,3.6,0.2,0.3,,1.0,,2.2,,0.2,,0.6,1.0796178343949046,1.6146496815286624,1.019108280254777
2021-11-20,Aston Villa,2,0,9,5,home,1,0,0,3,2,1,-1.6,-0.5,3.6,3.7,0.0,0.3,1.8,,1.6,,0.4,,1.4,,1.0761904761904761,1.6126984126984127,1.0158730158730158
2021-11-27,Aston Villa,2,1,10,3,away,1,0,0,3,1,0,-1.0,-0.5,4.0,4.0,0.2,0.3,,0.6,,1.8,,0.2,,0.6,1.0791139240506329,1.6075949367088607,1.0221518987341771
2021-12-01,Aston Villa,1,2,9,3,home,0,0,1,0,-1,0,-0.6,-0.4,3.6,3.8,0.2,0.3,1.8,,1.6,,0.4,,1.4,,1.0820189274447949,1.6056782334384858,1.028391167192429
2021-12-05,Aston Villa,2,1,13,4,home,1,0,0,3,1,0,-0.4,-0.2,3.4,3.5,0.2,0.3,1.8,,1.8,,0.4,,1.2,,1.0817610062893082,1.6069182389937107,1.0251572327044025
2021-12-11,Aston Villa,0,1,4,0,away,0,0,1,0,-1,0,0.4,-0.4,3.6,3.6,0.2,0.2,,1.0,,1.4,,0.4,,1.2,1.084639498432602,1.6050156739811912,1.031347962382445
2021-12-14,Aston Villa,2,0,17,6,away,1,0,0,3,2,1,0.4,-0.6,3.0,3.3,0.2,0.1,,0.8,,1.6,,0.2,,0.6,1.08125,1.603125,1.028125
2021-12-26,Aston Villa,1,3,8,1,home,0,0,1,0,-2,0,0.4,-0.3,3.2,3.6,0.2,0.2,1.6,,2.0,,0.4,,1.2,,1.0841121495327102,1.5981308411214954,1.0342679127725856
2022-01-02,Aston Villa,1,2,16,5,away,0,0,1,0,-1,0,-0.2,-0.4,2.8,3.2,0.2,0.2,,1.0,,1.2,,0.4,,1.2,1.0838509316770186,1.6024844720496894,1.031055900621118
2022-01-15,Aston Villa,2,2,13,9,home,0,1,0,1,0,0,-0.2,-0.3,3.2,3.3,0.2,0.2,1.4,,2.0,,0.4,,1.2,,1.08359133126935,1.6037151702786379,1.0278637770897834
2022-01-22,Aston Villa,1,0,8,3,away,1,0,0,3,1,1,-0.4,0.0,4.2,3.9,0.2,0.2,,1.0,,1.0,,0.4,,1.2,1.0864197530864197,1.6049382716049383,1.0277777777777777
2022-02-09,Aston Villa,3,3,12,4,home,0,1,0,1,0,0,0.0,0.2,4.8,3.9,0.4,0.3,1.6,,1.6,,0.4,,1.4,,1.0861538461538462,1.6,1.0338461538461539
2022-02-13,Aston Villa,0,1,11,1,away,0,0,1,0,-1,0,-0.4,0.0,4.4,3.8,0.2,0.2,,1.2,,0.8,,0.6,,1.8,1.0920245398773005,1.6042944785276074,1.0337423312883436
2022-02-19,Aston Villa,0,1,20,1,home,0,0,1,0,-1,0,-0.2,-0.2,4.4,3.6,0.2,0.2,1.8,,2.2,,0.2,,1.0,,1.0886850152905199,1.6024464831804281,1.0305810397553516
2022-02-26,Aston Villa,2,0,9,4,away,1,0,0,3,2,1,-0.2,-0.2,3.6,3.4,0.2,0.2,,0.8,,0.8,,0.4,,1.2,1.0853658536585367,1.600609756097561,1.0274390243902438
2022-03-05,Aston Villa,4,0,14,9,home,1,0,0,3,4,1,0.2,-0.1,2.6,3.4,0.4,0.3,1.6,,2.0,,0.2,,1.0,,1.088145896656535,1.5957446808510638,1.033434650455927
2022-03-10,Aston Villa,3,0,15,9,away,1,0,0,3,3,1,0.8,0.4,3.8,4.3,0.4,0.4,,1.2,,0.6,,0.6,,1.8,1.096969696969697,1.5909090909090908,1.0393939393939393
2022-03-13,Aston Villa,1,2,13,7,away,0,0,1,0,-1,0,1.4,0.5,4.8,4.6,0.6,0.4,,1.4,,0.6,,0.6,,1.8,1.1027190332326284,1.5861027190332326,1.0453172205438066
2022-03-19,Aston Villa,0,1,8,1,home,0,0,1,0,-1,0,1.4,0.6,6.0,5.2,0.6,0.4,2.0,,1.8,,0.2,,1.0,,1.1024096385542168,1.5873493975903614,1.0421686746987953
2022-04-02,Aston Villa,1,2,15,5,away,0,0,1,0,-1,0,1.4,0.6,6.0,4.8,0.6,0.4,,1.4,,0.6,,0.6,,1.8,1.0990990990990992,1.5855855855855856,1.039039039039039
2022-04-09,Aston Villa,0,4,9,8,home,0,0,1,0,-4,0,0.8,0.5,6.2,4.4,0.4,0.4,1.8,,1.4,,0.2,,1.0,,1.098802395209581,1.5868263473053892,1.035928143712575
2022-04-23,Aston Villa,0,0,11,3,away,0,1,0,1,0,1,-0.8,0.0,6.0,4.9,0.2,0.3,,1.4,,1.0,,0.4,,1.2,1.0955223880597016,1.5940298507462687,1.0328358208955224
2022-04-30,Aston Villa,2,0,21,6,home,1,0,0,3,2,1,-1.4,0.0,4.8,4.8,0.2,0.4,1.4,,1.8,,0.2,,0.8,,1.0922619047619047,1.5892857142857142,1.0327380952380953
2022-05-07,Aston Villa,3,1,12,7,away,1,0,0,3,2,0,-0.8,0.3,4.6,5.3,0.4,0.5,,1.4,,0.8,,0.4,,1.4,1.0949554896142433,1.5845697329376855,1.0385756676557865
2022-05-10,Aston Villa,1,2,9,4,home,0,0,1,0,-1,0,-0.2,0.6,5.8,5.9,0.4,0.5,1.2,,1.2,,0.4,,1.2,,1.1005917159763314,1.5828402366863905,1.044378698224852
2022-05-15,Aston Villa,1,1,13,4,home,0,1,0,1,0,0,-0.2,0.3,5.6,5.9,0.4,0.4,1.4,,1.4,,0.4,,1.2,,1.1002949852507375,1.584070796460177,1.0412979351032448
2022-05-19,Aston Villa,1,1,22,9,home,0,1,0,1,0,0,0.6,-0.1,4.8,5.4,0.4,0.3,0.8,,1.6,,0.2,,0.8,,1.1,1.5823529411764705,1.0411764705882354
2022-05-22,Aston Villa,2,3,4,2,away,0,0,1,0,-1,0,0.6,-0.4,6.0,5.4,0.2,0.2,,1.6,,1.0,,0.4,,1.4,1.099706744868035,1.5806451612903225,1.0410557184750733
2022-08-06,Aston Villa,0,2,15,2,away,0,0,1,0,-2,0,0.0,-0.4,5.2,4.9,0.0,0.2,,1.4,,1.6,,0.2,,0.8,1.1023391812865497,1.5847953216374269,1.0380116959064327
2022-08-13,Aston Villa,2,1,12,4,home,1,0,0,3,1,0,-0.8,-0.5,4.2,5.0,0.0,0.2,1.0,,1.6,,0.2,,1.0,,1.099125364431487,1.58600583090379,1.0349854227405249
2022-08-20,Aston Villa,1,3,13,5,away,0,0,1,0,-2,0,-0.4,-0.3,4.2,4.9,0.0,0.2,,1.2,,1.6,,0.2,,0.8,1.1017441860465116,1.5843023255813953,1.0406976744186047
2022-08-28,Aston Villa,0,1,9,3,home,0,0,1,0,-1,0,-0.8,-0.1,4.4,4.6,0.0,0.2,1.4,,1.0,,0.4,,1.6,,1.1014492753623188,1.5884057971014494,1.03768115942029
2022-08-31,Aston Villa,1,2,4,3,away,0,0,1,0,-1,0,-1.0,-0.2,3.2,4.6,0.0,0.1,,1.2,,1.8,,0.2,,0.8,1.0982658959537572,1.5867052023121386,1.0346820809248556
2022-09-03,Aston Villa,1,1,3,1,home,0,1,0,1,0,0,-1.0,-0.5,3.4,4.3,0.0,0.0,1.0,,1.2,,0.2,,1.0,,1.0979827089337175,1.5878962536023056,1.031700288184438
2022-09-16,Aston Villa,1,0,11,3,home,1,0,0,3,1,1,-0.6,-0.7,3.2,3.7,0.0,0.0,1.0,,1.0,,0.2,,1.2,,1.0977011494252873,1.5862068965517242,1.0316091954022988
2022-10-02,Aston Villa,0,0,19,7,away,0,1,0,1,0,1,-0.6,-0.5,3.0,3.6,0.2,0.1,,1.4,,2.2,,0.2,,0.6,1.0974212034383954,1.5816618911174785,1.0372492836676217
2022-10-10,Aston Villa,1,1,12,2,away,0,1,0,1,0,0,-0.2,-0.5,3.4,3.9,0.4,0.2,,0.8,,2.0,,0.0,,0.2,1.0942857142857143,1.5771428571428572,1.0371428571428571
2022-10-16,Aston Villa,0,2,18,7,home,0,0,1,0,-2,0,0.0,-0.5,3.2,3.2,0.4,0.2,1.0,,0.8,,0.4,,1.6,,1.0940170940170941,1.5754985754985755,1.037037037037037
2022-10-20,Aston Villa,0,3,12,6,away,0,0,1,0,-3,0,-0.2,-0.6,4.0,3.7,0.4,0.2,,0.6,,1.6,,0.0,,0.4,1.0909090909090908,1.5767045454545454,1.0340909090909092
2022-10-23,Aston Villa,4,0,19,11,home,1,0,0,3,4,1,-0.8,-0.7,5.0,4.1,0.4,0.2,0.8,,1.0,,0.4,,1.4,,1.0878186968838528,1.5807365439093484,1.0311614730878187
2022-10-29,Aston Villa,0,4,3,0,away,0,0,1,0,-4,0,-0.2,-0.4,6.6,4.8,0.4,0.3,,0.6,,1.8,,0.0,,0.4,1.0960451977401129,1.576271186440678,1.036723163841808
2022-11-06,Aston Villa,3,1,6,4,home,1,0,0,3,2,0,-1.0,-0.6,5.2,4.3,0.2,0.3,1.2,,0.8,,0.4,,1.4,,1.0929577464788733,1.5830985915492957,1.0338028169014084
2022-11-13,Aston Villa,2,1,8,2,away,1,0,0,3,1,0,-0.6,-0.3,5.6,4.4,0.2,0.3,,0.4,,2.0,,0.0,,0.4,1.098314606741573,1.5814606741573034,1.0393258426966292
2022-12-26,Aston Villa,1,3,12,6,home,0,0,1,0,-2,0,0.0,-0.1,4.6,4.3,0.2,0.3,1.8,,0.8,,0.6,,2.0,,1.1008403361344539,1.5798319327731092,1.0448179271708684
2023-01-01,Aston Villa,2,0,13,4,away,1,0,0,3,2,1,0.2,-0.3,4.6,4.8,0.2,0.3,,0.6,,1.8,,0.2,,1.0,1.100558659217877,1.5837988826815643,1.041899441340782
2023-01-04,Aston Villa,1,1,13,4,home,0,1,0,1,0,0,-0.2,-0.2,3.2,4.9,0.2,0.3,1.8,,1.2,,0.6,,1.8,,1.1030640668523677,1.5793871866295264,1.0473537604456824
2023-01-13,Aston Villa,2,1,11,5,home,1,0,0,3,1,0,0.6,-0.2,4.0,4.6,0.2,0.2,1.8,,1.4,,0.4,,1.4,,1.1027777777777779,1.5777777777777777,1.0472222222222223
2023-01-21,Aston Villa,1,0,16,5,away,1,0,0,3,1,1,0.4,-0.1,4.2,4.9,0.2,0.2,,1.0,,1.8,,0.4,,1.4,1.105263157894737,1.5761772853185596,1.0526315789473684
2023-02-04,Aston Villa,2,4,19,4,home,0,0,1,0,-2,0,0.4,0.2,4.8,4.7,0.4,0.3,2.2,,1.2,,0.6,,2.0,,1.1049723756906078,1.5718232044198894,1.058011049723757
2023-02-12,Aston Villa,1,3,6,2,away,0,0,1,0,-2,0,0.4,0.3,4.4,4.5,0.4,0.3,,1.0,,1.6,,0.6,,1.8,1.1074380165289257,1.578512396694215,1.0550964187327823
2023-02-18,Aston Villa,2,4,7,5,home,0,0,1,0,-2,0,-0.4,-0.3,4.0,3.6,0.2,0.2,1.8,,2.0,,0.4,,1.4,,1.1071428571428572,1.5824175824175823,1.0521978021978022
2023-02-25,Aston Villa,2,0,9,5,away,1,0,0,3,2,1,-0.8,-0.1,4.2,4.1,0.2,0.2,,1.2,,1.6,,0.6,,1.8,1.1095890410958904,1.5890410958904109,1.0493150684931507
2023-03-04,Aston Villa,1,0,8,1,home,1,0,0,3,1,1,-0.6,-0.1,4.2,4.2,0.4,0.3,1.6,,2.6,,0.2,,0.8,,1.1120218579234973,1.5846994535519126,1.0546448087431695
2023-03-12,Aston Villa,1,1,12,4,away,0,1,0,1,0,0,-0.6,-0.1,3.4,4.1,0.4,0.4,,1.6,,0.8,,0.8,,2.4,1.111716621253406,1.5803814713896458,1.0599455040871935
2023-03-18,Aston Villa,3,0,20,9,home,1,0,0,3,3,1,-0.2,0.1,3.4,3.9,0.4,0.4,1.6,,2.0,,0.4,,1.4,,1.111413043478261,1.578804347826087,1.059782608695652
2023-04-01,Aston Villa,2,0,5,2,away,1,0,0,3,2,1,0.8,0.2,4.8,4.4,0.6,0.4,,1.4,,0.8,,0.6,,2.0,1.1165311653116532,1.5745257452574526,1.065040650406504
2023-04-04,Aston Villa,2,1,15,5,away,1,0,0,3,1,0,1.6,0.4,4.2,4.2,0.8,0.5,,1.4,,0.8,,0.6,,2.0,1.1189189189189188,1.5702702702702702,1.0702702702702702
2023-04-08,Aston Villa,2,0,8,3,home,1,0,0,3,2,1,1.4,0.4,4.2,4.2,0.6,0.5,2.0,,1.8,,0.6,,1.8,,1.1212938005390836,1.568733153638814,1.0754716981132075
2023-04-15,Aston Villa,3,0,16,6,home,1,0,0,3,3,1,1.6,0.5,4.6,4.0,0.6,0.5,2.0,,1.6,,0.6,,1.8,,1.1236559139784945,1.564516129032258,1.0806451612903225
2023-04-22,Aston Villa,1,1,14,2,away,0,1,0,1,0,0,2.2,1.0,5.0,4.2,0.8,0.6,,1.6,,1.0,,0.6,,2.0,1.128686327077748,1.5603217158176943,1.0857908847184987
2023-04-25,Aston Villa,1,0,14,3,home,1,0,0,3,1,1,1.6,1.2,3.6,4.2,0.6,0.6,2.2,,0.8,,0.8,,2.4,,1.1283422459893049,1.5588235294117647,1.085561497326203
2023-04-30,Aston Villa,0,1,7,1,away,0,0,1,0,-1,0,1.4,1.5,3.8,4.0,0.6,0.7,,1.6,,0.6,,0.6,,2.2,1.128,1.5546666666666666,1.0906666666666667
2023-05-06,Aston Villa,0,1,16,3,away,0,0,1,0,-1,0,1.0,1.2,3.0,3.6,0.6,0.6,,1.2,,0.8,,0.4,,1.6,1.125,1.553191489361702,1.0877659574468086
2023-05-13,Aston Villa,2,1,8,4,home,1,0,0,3,1,0,0.4,1.0,3.0,3.8,0.4,0.5,2.0,,0.0,,1.0,,3.0,,1.1220159151193634,1.5517241379310345,1.0848806366047745
